Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageAlpha	StdAlpha	MaxAlpha	MinAlpha	Time
62	5788.5645	1028.4012	6818.907	4105.667	0.042247657	0.0021260094	0.04780633	0.03846911	2628.5253632068634
63	5793.715	655.9419	6360.706	4684.051	0.04036924	0.004378571	0.049733646	0.031480707	2672.0667741298676
64	6669.791	344.56534	7033.0327	6105.2905	0.040045526	0.0044437544	0.0473053	0.028967746	2715.833615541458
65	6509.0327	133.94029	6641.9893	6326.7246	0.044065382	0.0032651292	0.05381709	0.038127966	2759.157649040222
66	6816.133	70.57104	6882.971	6702.8867	0.042916328	0.005252197	0.054960947	0.030607358	2796.343044281006
67	6600.2744	218.79164	6952.541	6352.203	0.039689086	0.0031327289	0.046817455	0.03018896	2834.0041682720184
68	6919.6147	325.8773	7267.1724	6432.8506	0.03476323	0.004164014	0.042144444	0.027428612	2871.3386373519897
69	6984.6846	212.72203	7253.9873	6772.2607	0.031423703	0.0022720546	0.03769084	0.026041884	2912.0586166381836
70	6590.262	216.15863	6868.8755	6265.316	0.029778458	0.0038715475	0.03604062	0.020257227	2954.794345140457
71	4088.0542	1005.8901	5615.139	3064.2908	0.03897334	0.0068379785	0.05018394	0.026929867	2991.454176425934
72	5477.221	324.66452	5825.9316	4945.9785	0.044333808	0.0043319277	0.05421811	0.03601406	3028.0974814891815
73	6462.5225	160.1451	6700.858	6257.888	0.039516907	0.005354993	0.050372187	0.030861812	3064.6618881225586
74	6430.9683	302.6373	6903.3594	6075.4243	0.045321934	0.0029340312	0.05166242	0.038321067	3101.351683616638
75	6267.557	145.46791	6415.8604	6100.8794	0.042990725	0.0037006661	0.050576814	0.035447057	3138.000096797943
76	7032.235	241.30623	7277.1743	6636.7295	0.04192993	0.0027286783	0.048569486	0.036825027	3176.118222951889
77	7222.837	141.10349	7359.76	6997.512	0.039455473	0.0025015257	0.044143435	0.03368919	3219.704948425293
78	7193.757	73.20779	7295.9785	7088.9985	0.03797796	0.0031095583	0.044781078	0.031206213	3263.4534347057343
79	7348.0566	334.6475	7674.2603	6816.1235	0.039982144	0.0031574292	0.04542799	0.032259535	3307.0368852615356
80	7236.7285	97.88	7403.5767	7160.3677	0.03941311	0.0033183193	0.04542465	0.03252134	3350.586410045624
81	7284.5073	237.27382	7673.07	7037.086	0.043520514	0.0038978774	0.05377697	0.037673034	3394.318354845047
82	7385.6	155.91556	7636.8643	7208.607	0.040142357	0.0055803447	0.054431166	0.032853954	3438.4374401569366
83	7223.172	314.28046	7604.8315	6876.0396	0.04011703	0.0039539672	0.047501806	0.030397162	3482.605955839157
84	7215.4854	176.48293	7512.4214	7055.6543	0.03930504	0.0027664392	0.047328956	0.033675257	3526.544320821762
85	7600.4023	255.27495	7847.674	7181.5474	0.0398422	0.0030214495	0.04706389	0.032442227	3570.309449672699
86	7773.9404	75.41152	7887.7856	7682.789	0.043124154	0.0025271948	0.04815622	0.037369415	3610.79892206192
87	7969.1333	257.86725	8236.045	7589.3936	0.04205902	0.0031257297	0.04790097	0.034802582	3649.7016937732697
88	7709.854	165.35568	7891.517	7472.0605	0.03756067	0.0037814577	0.044477187	0.028876632	3694.4458701610565
89	7806.012	136.08302	7935.4507	7581.227	0.044041798	0.0023231294	0.04879291	0.039067436	3738.697412967682
90	7746.354	169.68683	8027.727	7584.478	0.044679377	0.005878247	0.061506838	0.03572455	3783.887316942215
91	7644.121	190.19987	7882.2554	7432.0625	0.050631117	0.005071287	0.06387026	0.03915914	3828.1247704029083
92	7528.285	245.21414	7886.3794	7214.133	0.03820995	0.002633967	0.042906325	0.032949347	3871.9386780261993
93	7262.6777	123.551674	7352.577	7050.1636	0.04134581	0.0035375003	0.048386935	0.034140963	3916.425883293152
94	6149.301	991.54767	7119.881	4581.1655	0.04113732	0.0026091253	0.047200866	0.036264326	3958.0481448173523
95	7118.6665	853.5336	8044.277	6262.2666	0.04128683	0.003414509	0.05172942	0.034077864	4002.6783125400543
96	8012.618	314.26257	8460.012	7598.687	0.042678222	0.004747557	0.057129804	0.034374245	4047.3854467868805
97	8020.8066	168.10666	8140.5737	7732.4297	0.038779296	0.002581041	0.045776095	0.03410477	4085.1148886680603
98	8225.891	117.45748	8370.504	8055.991	0.04198562	0.004073729	0.05275529	0.035072982	4121.6557540893555
99	7484.752	248.90683	7699.4194	7061.217	0.04022713	0.0032391432	0.046620537	0.033120114	4158.300029993057
100	6790.034	650.4823	7593.215	5785.4116	0.0438385	0.00466624	0.05213622	0.031080646	4198.298052787781
101	7838.452	422.8951	8169.5674	7129.7075	0.039297063	0.0026178677	0.044256236	0.031125465	4242.978162288666
102	8237.908	119.45767	8368.104	8062.6797	0.038890336	0.0034117664	0.046519466	0.032308318	4286.131299495697
103	8048.6187	227.43553	8300.756	7685.4355	0.03744855	0.0057801055	0.052439988	0.027625997	4329.478587150574
104	8080.669	126.89249	8261.779	7911.933	0.03874	0.003714385	0.047494944	0.02933136	4372.517870664597
105	8185.2705	206.6977	8539.842	8027.997	0.033764243	0.0030159852	0.038916823	0.025926296	4416.465538263321
106	8256.436	120.83439	8462.165	8166.1177	0.037228826	0.0055680913	0.048158817	0.026647527	4460.927796125412
107	8419.076	139.09775	8606.256	8260.985	0.040244028	0.0030922932	0.047936525	0.034608867	4503.935241699219
108	8389.843	191.60289	8658.679	8138.47	0.042785775	0.003672237	0.051095266	0.035380177	4546.832793712616
109	8391.099	105.1937	8500.535	8277.893	0.035977706	0.004459794	0.045448765	0.025852028	4589.08638215065
110	8233.453	51.744537	8271.112	8144.6343	0.035372175	0.004256459	0.043609627	0.02539184	4628.119352579117
111	8303.867	124.656746	8404.03	8096.7983	0.042445462	0.003303593	0.050983846	0.036419995	4668.491124868393
112	8389.391	75.50144	8471.911	8303.005	0.043740585	0.004397173	0.054259516	0.03389409	4708.8122272491455
113	8348.78	198.90697	8555.522	8071.9243	0.041418713	0.0045672283	0.049680825	0.032650527	4753.745187520981
114	8299.918	236.76138	8535.773	8003.307	0.04532003	0.0046411296	0.055036414	0.037007052	4797.896597146988
115	8521.509	87.28528	8637.429	8423.127	0.049127396	0.006033128	0.06810661	0.039780818	4837.579702615738
116	8333.544	29.55148	8382.271	8304.175	0.049857948	0.0047165183	0.066814184	0.042344708	4881.165457248688
117	8533.373	166.1409	8656.611	8247.621	0.048599426	0.0042194687	0.056697797	0.03894989	4925.1194858551025
118	8433.538	38.446926	8463.881	8367.655	0.048724562	0.002388047	0.054503307	0.043795228	4967.8619992733
119	8361.804	81.55251	8458.722	8267.314	0.047366317	0.0047228355	0.05460761	0.03658775	5010.8723051548
120	8421.008	23.256052	8440.161	8382.188	0.042868447	0.0028065983	0.051680136	0.037473284	5053.099086284637
121	8563.853	92.09271	8692.992	8432.762	0.044032224	0.002765444	0.05180599	0.03835589	5097.0386691093445
122	8392.819	103.73488	8471.987	8214.503	0.04036532	0.0038624562	0.04618967	0.032798644	5138.126956701279
123	8314.764	175.6602	8500.619	8127.2217	0.039439436	0.0035133152	0.045401927	0.031121027	5180.913423538208
124	8281.984	89.764946	8354.363	8128.989	0.039544486	0.0038132211	0.046184793	0.029534638	5223.356281042099
125	8487.966	196.82349	8700.855	8280.8125	0.03260249	0.0031971647	0.03795569	0.026762828	5267.528039455414
126	8534.69	128.13942	8708.95	8385.793	0.035655335	0.0027891002	0.042258542	0.029466063	5311.808158159256
127	8387.572	116.75275	8537.58	8253.071	0.037201133	0.0033083397	0.046576977	0.03207041	5353.089017391205
128	8457.632	134.49568	8594.848	8281.23	0.035310302	0.003782314	0.046339903	0.027874399	5390.478509187698
129	8499.369	208.73422	8763.871	8279.8125	0.03993659	0.0038767196	0.047621846	0.031035144	5434.088104248047
130	8424.935	100.27253	8527.17	8261.221	0.033148322	0.0036398252	0.041667372	0.024664726	5477.989014625549
131	8330.012	263.4154	8498.763	7874.1143	0.037130337	0.0030521057	0.04412578	0.030693062	5522.295418977737
132	8500.755	84.83129	8615.666	8376.511	0.038194217	0.0036695758	0.04541418	0.02970371	5566.550470352173
133	8522.848	225.74045	8821.69	8211.625	0.03825621	0.0037036394	0.0464975	0.03074284	5610.676260709763
134	8207.766	251.20892	8610.806	7940.274	0.040862523	0.0039096037	0.04802203	0.033444222	5647.440574169159
135	8335.725	155.52576	8554.8	8165.1367	0.042183213	0.0036052372	0.048848208	0.032684617	5691.783034086227
136	8355.517	276.58273	8742.255	8045.258	0.03998997	0.0036370275	0.049677886	0.033816762	5733.004807710648
137	8548.781	220.4201	8690.293	8168.0415	0.03536292	0.0026121056	0.04202514	0.02922332	5776.826645851135
138	8586.285	120.11286	8722.313	8460.449	0.03653778	0.0031644641	0.043919433	0.030299243	5819.641232728958
139	8375.507	146.56566	8613.484	8218.661	0.036034998	0.0031649752	0.041698474	0.02785365	5863.645062446594
140	8526.836	145.66504	8707.438	8304.502	0.034557175	0.003206267	0.043422822	0.026529076	5902.301771640778
141	7114.8423	2003.3927	8480.359	3653.7253	0.036662314	0.008432285	0.057057533	0.024308674	5938.802837371826
142	8139.904	454.47464	8612.513	7395.721	0.040345185	0.004914104	0.056243684	0.03142801	5981.984581708908
143	8351.1	58.713776	8440.237	8291.922	0.04107559	0.0066942857	0.054389745	0.029109916	6026.208656549454
144	8382.4375	285.19443	8626.519	7898.53	0.045783106	0.0063608815	0.059051465	0.033690564	6068.74671959877
145	8434.966	119.743484	8621.065	8300.931	0.04434742	0.00627745	0.054830328	0.030768402	6112.051731348038
146	8534.984	120.17337	8713.443	8418.074	0.040025998	0.0053414344	0.049592033	0.029883139	6155.977085828781
147	8426.988	83.67565	8498.304	8291.96	0.047835357	0.0060286163	0.05827363	0.037325945	6200.139301538467
148	8336.47	105.42648	8505.511	8224.48	0.042262387	0.0064485017	0.060055614	0.03343195	6237.986844062805
149	8474.38	81.85301	8580.168	8364.401	0.036548927	0.005777367	0.04720468	0.022975238	6276.405837059021
150	8317.756	220.01047	8483.655	7939.8535	0.043932702	0.009060196	0.054706007	0.02602294	6320.484312295914
151	8411.771	305.6621	8761.874	7921.7617	0.043806214	0.009661377	0.05607349	0.022065256	6362.574764728546
152	8623.33	54.84904	8686.164	8562.022	0.037891164	0.006905004	0.049900603	0.023196599	6406.3336136341095
153	8494.819	128.18394	8709.219	8369.723	0.039998315	0.009354639	0.057605267	0.023801757	6449.861705064774
154	8436.15	208.32173	8625.154	8100.8887	0.051185396	0.0047023813	0.06320477	0.038350847	6493.7593903541565
155	8679.113	141.3843	8843.887	8529.12	0.04450022	0.00603937	0.057122666	0.03343465	6535.699856519699
156	8534.886	191.7939	8866.889	8413.543	0.055366367	0.0053036185	0.06313823	0.04101369	6572.326650619507
157	8582.317	159.83621	8827.146	8380.962	0.04964908	0.00533701	0.060478587	0.040299863	6612.299224615097
158	8692.057	96.543785	8789.46	8545.291	0.042288426	0.009131814	0.05888006	0.0257926	6649.468919754028
159	8570.315	84.33591	8653.329	8436.618	0.04416436	0.0058023552	0.05898425	0.035250347	6686.627999782562
160	8622.867	83.01739	8714.186	8490.949	0.04135523	0.0053510265	0.052666564	0.032138433	6724.081262350082
161	8643.251	116.31631	8799.759	8525.884	0.048041824	0.004403097	0.057332702	0.041253965	6765.284884929657
162	8374.705	210.06898	8596.813	8146.5854	0.03832909	0.005382549	0.053492397	0.029005712	6809.037872552872
163	8597.424	173.35013	8781.014	8415.059	0.05372011	0.01243336	0.0776299	0.03163116	6852.140225172043
164	8479.968	26.79798	8516.952	8441.512	0.06346245	0.006675581	0.07502121	0.04591451	6895.647050380707
165	8534.125	133.51645	8667.05	8343.725	0.06339285	0.0067542526	0.07611073	0.04804001	6937.836131811142
166	8444.736	106.977264	8612.972	8315.454	0.06379096	0.007199204	0.078195274	0.050252475	6974.4824414253235
167	8676.2705	80.82904	8804.069	8579.942	0.060303103	0.0068056225	0.07475916	0.04688023	7011.080761909485
168	8565.463	100.37516	8655.752	8405.421	0.051206443	0.0054616886	0.06410607	0.03917955	7053.8138954639435
169	8563.389	116.06571	8692.844	8375.943	0.04957057	0.007664447	0.06631417	0.03713911	7097.030564785004
170	8593.061	110.8844	8775.047	8493.853	0.050421532	0.0050064707	0.060235288	0.041011646	7140.381283044815
171	8487.902	329.4622	8921.67	8027.3447	0.05688057	0.00594805	0.07185194	0.04314788	7183.843634843826
172	8667.325	44.557972	8735.352	8610.59	0.05092996	0.00666276	0.068124294	0.039427683	7227.345409870148
173	8653.512	95.17343	8814.966	8582.8545	0.05338506	0.010215293	0.07325733	0.03527318	7265.9259469509125
174	8602.469	95.65995	8732.438	8489.625	0.049983084	0.0051099733	0.05936627	0.035496462	7310.49374961853
175	8529.77	148.84131	8722.685	8328.792	0.054339983	0.005907611	0.065651245	0.041698564	7354.888672590256
176	8789.964	116.45581	8918.757	8654.652	0.04878483	0.0053836876	0.05789155	0.03515502	7395.766754627228
177	8590.406	54.851627	8647.814	8529.7295	0.05281066	0.00730594	0.067009225	0.03991696	7437.946292877197
178	8629.304	79.38191	8741.352	8517.073	0.048635595	0.0047269217	0.0574982	0.03690918	7481.267070531845
179	8742.241	128.85635	8960.557	8627.027	0.045818992	0.007117881	0.055507943	0.032347742	7523.85013794899
180	8829.115	9.881252	8845.257	8820.482	0.048448477	0.0056880056	0.05903795	0.035608675	7567.263198852539
181	8696.698	146.16725	8835.926	8474.277	0.040835418	0.008240936	0.05817016	0.02598172	7611.638585567474
182	8712.109	159.34395	8911.244	8553.346	0.044921182	0.004990302	0.05762304	0.03535439	7657.3161499500275
183	8643.265	69.21451	8710.377	8527.426	0.047268517	0.005020206	0.058839153	0.038147796	7701.702614068985
184	8416.172	45.690056	8462.285	8349.122	0.052845147	0.0087828925	0.07079723	0.038741913	7744.331830739975
185	8697.385	132.12784	8863.939	8518.143	0.046212927	0.005097798	0.06291424	0.034591496	7788.100847959518
186	8823.188	67.12273	8906.888	8748.481	0.04652875	0.0054340414	0.061412856	0.035404656	7830.564009428024
187	8660.681	165.32498	8942.549	8522.564	0.043413512	0.0063114148	0.0559548	0.026714472	7873.6510944366455
188	8665.761	164.30579	8901.885	8472.142	0.049805846	0.005443858	0.06186724	0.037369914	7918.625142812729
189	8581.571	157.27782	8738.02	8347.849	0.045434114	0.0050521134	0.0555714	0.03149643	7961.340355873108
190	8759.804	57.85648	8845.825	8691.657	0.043184534	0.0046984763	0.05345467	0.035243	8006.427531957626
191	8773.344	153.0112	8914.865	8523.355	0.04132078	0.0052045966	0.05310133	0.030700328	8050.638248920441
192	8714.568	46.305286	8747.387	8635.546	0.04068827	0.005466182	0.050215013	0.028479457	8094.447612762451
193	8735.525	111.99054	8879.626	8568.778	0.036636062	0.0051444354	0.053941928	0.029146215	8139.806003570557
194	8606.509	109.16039	8773.74	8491.245	0.02910658	0.003966772	0.03567441	0.02141748	8184.99503993988
195	8695.664	175.61302	8875.756	8412.907	0.029082121	0.0028677068	0.03466014	0.022937957	8227.96275806427
196	8679.057	107.273766	8798.562	8552.46	0.023010872	0.0038349887	0.029975332	0.015124012	8271.996190547943
197	8844.067	83.71905	8934.683	8748.6	0.02689938	0.0037421794	0.034271833	0.017863149	8314.871979475021
198	8743.595	116.75872	8906.834	8609.37	0.023640906	0.0040896283	0.034615908	0.018282969	8360.894530773163
199	8736.743	149.43341	8984.312	8606.966	0.028009199	0.0027942385	0.036269065	0.022787504	8406.417806148529
200	8667.955	187.34245	8921.139	8401.114	0.025513401	0.005779471	0.040701624	0.017421216	8449.145661592484
201	8580.285	131.77151	8754.25	8392.574	0.025914805	0.0034829786	0.033247463	0.019955032	8493.665024280548
202	8811.515	87.85538	8894.856	8685.037	0.02935609	0.005284055	0.04106239	0.018624322	8536.225337266922
203	8655.471	96.700325	8779.654	8523.399	0.029523544	0.0034672392	0.035953768	0.022218121	8580.075071334839
204	8745.381	88.3426	8844.175	8619.227	0.026352005	0.0034632867	0.032660875	0.019284839	8624.93065404892
205	8812.454	171.3608	8940.4	8520.477	0.03078186	0.0053496254	0.044089068	0.023136985	8668.729723215103
206	8739.321	96.69664	8850.098	8591.119	0.028958915	0.005667692	0.039545804	0.018384216	8713.259612321854
207	8813.155	158.19887	8951.133	8557.898	0.026550997	0.00563633	0.04133102	0.019309614	8758.543507814407
208	8830.736	129.01538	9043.225	8725.897	0.029859627	0.0044919536	0.03909907	0.021215498	8803.349776268005
209	8472.965	172.39749	8746.121	8311.965	0.038331993	0.009409885	0.054819625	0.022585332	8846.511126041412
210	8725.889	51.930943	8772.584	8641.304	0.036772233	0.006174922	0.051052302	0.025698796	8890.417897224426
211	8571.861	82.15497	8695.588	8466.013	0.043348435	0.0066882484	0.054801434	0.025508134	8934.51222729683
212	8612.613	140.37886	8735.357	8386.079	0.038138583	0.0065076114	0.05284613	0.028165502	8980.109418392181
213	8733.252	197.09305	8929.436	8425.609	0.038392577	0.007922632	0.0553103	0.027913403	9025.321969985962
214	8464.947	233.99208	8832.53	8192.701	0.039267667	0.009057778	0.058371898	0.02281938	9070.868535041809
215	8564.789	118.33978	8646.871	8360.385	0.047404893	0.0056373677	0.059459284	0.036921345	9114.983810186386
216	8830.252	171.40396	8942.698	8534.105	0.05018149	0.009876369	0.06632353	0.028555498	9158.89610671997
217	8657.175	151.82034	8823.736	8500.306	0.04186083	0.00808693	0.06091091	0.028575888	9204.213603973389
218	8748.173	114.70117	8841.395	8551.762	0.049609922	0.008282509	0.06636798	0.034920033	9247.333434820175
219	8604.56	66.631165	8679.052	8499.047	0.038954873	0.011272027	0.06252868	0.022658732	9291.723246335983
220	8618.777	277.8797	9020.471	8341.259	0.035960093	0.012387554	0.059726425	0.020206975	9335.55280470848
221	8628.535	89.51206	8741.908	8516.456	0.032024432	0.007706044	0.041652095	0.017169585	9379.003143310547
222	8615.719	180.86934	8841.03	8359.054	0.031654622	0.009292968	0.050549246	0.017130723	9423.559935092926
223	8501.62	187.12189	8636.423	8179.6157	0.022439808	0.005977328	0.03370088	0.0130838	9463.684680461884
224	8556.487	290.58493	8776.33	8056.3647	0.036906246	0.0051143947	0.05114086	0.028086763	9508.31951379776
225	8669.765	192.13968	8887.12	8431.363	0.042479616	0.00709884	0.056312595	0.029009836	9553.328972816467
226	8763.101	209.11816	9082.83	8559.214	0.04712902	0.011917891	0.066909686	0.027294848	9596.551902532578
227	8655.75	125.57143	8861.877	8551.366	0.037212823	0.0089540295	0.04980179	0.019992067	9641.566407203674
228	8665.549	125.41377	8849.58	8513.305	0.05134422	0.007110426	0.068846874	0.040066525	9686.507702112198
229	8548.967	60.781895	8624.528	8454.9375	0.04513632	0.009064889	0.06521315	0.027781054	9731.379887580872
230	8703.776	237.02051	8998.388	8424.717	0.037284035	0.008127149	0.05474882	0.025894457	9775.389217376709
231	8508.736	122.51159	8716.556	8399.094	0.04047814	0.012200383	0.0644084	0.018908955	9817.676541566849
232	8296.319	455.60458	8640.614	7518.664	0.05286371	0.00880883	0.07012311	0.035429507	9862.750462770462
233	8754.264	149.49539	8984.028	8583.662	0.044213258	0.0067438483	0.061572485	0.029918542	9902.552992105484
234	8505.674	213.30049	8805.789	8209.005	0.050407004	0.009079827	0.0652539	0.035112455	9947.51206612587
235	8734.554	142.24402	8925.716	8530.047	0.054766744	0.008648704	0.075290434	0.041855153	9992.7345495224
236	8613.84	188.25844	8814.916	8305.455	0.056959268	0.009752274	0.0766352	0.037399843	10037.194791793823
237	8575.002	286.7491	8858.243	8095.9565	0.053141776	0.009578258	0.06828871	0.036698814	10081.21692442894
238	8554.154	194.00427	8761.57	8262.66	0.048987404	0.009734187	0.06666185	0.031056054	10125.714557647705
239	8531.672	86.91487	8666.134	8443.6875	0.050629508	0.009579743	0.065155536	0.030158129	10170.2045981884
240	8555.998	137.33441	8687.019	8325.258	0.056784038	0.0044915117	0.06484862	0.046059083	10213.671808719635
241	8637.221	104.9717	8773.515	8481.414	0.055465173	0.006488738	0.06609499	0.038587697	10258.036234855652
242	8797.543	58.68029	8865.154	8709.571	0.044619188	0.0073446734	0.06427843	0.033415344	10299.908182144165
243	8700.464	64.85289	8797.776	8616.814	0.046424523	0.007665607	0.060506333	0.029955236	10340.153330564499
244	8673.844	243.65608	8970.405	8303.881	0.03829059	0.009534613	0.055193137	0.021750188	10385.244937181473
245	8670.704	218.86978	9003.546	8390.801	0.050183427	0.006187869	0.062015925	0.03996346	10429.508621454239
246	8706.323	56.669094	8759.612	8616.412	0.04452343	0.007848865	0.06315209	0.031902377	10471.667030334473
247	8828.095	69.15871	8894.229	8719.047	0.04832704	0.0082402155	0.06692253	0.034245588	10516.578125715256
248	8880.843	166.1533	9126.412	8660.746	0.052079134	0.009061522	0.07214306	0.033142984	10561.2193441391
249	8793.884	78.584625	8902.469	8703.544	0.04346859	0.0068123387	0.057830658	0.03402513	10605.308967113495
